ï»¿Booking date,Value date,Voucher number,Text,Amount,Balance,Category
2024-10-15,2024-10-15,5484552986,GOOGLE  YOUT/24-10-14,-69.0,4130.0,Other
2024-10-15,2024-10-15,5484521050,SUBWAY ODENP/24-10-14,-91.0,4199.0,Other
2024-10-14,2024-10-14,5484722854,INDIAN STREE/24-10-13,-468.0,4290.0,Other
2024-10-14,2024-10-13,5490990789,46769760859,-20.0,4758.0,Other
2024-10-14,2024-10-13,5490990789,46733251396,234.0,4778.0,Other
2024-10-14,2024-10-13,5484425243,WOLT        /24-10-13,-69.0,4544.0,Other
2024-10-14,2024-10-13,5484260607,WOLT        /24-10-12,-147.0,4613.0,Other
2024-10-14,2024-10-13,5484146801,GALLERIAN SH/24-10-12,-15.0,4760.0,Other
2024-10-14,2024-10-13,5484690621,NORMAL STOCK/24-10-12,-151.0,4775.0,Other
2024-10-14,2024-10-13,5484428782,IKEA GALLERI/24-10-12,-137.0,4926.0,Shopping
2024-10-14,2024-10-13,5484428409,IKEA GALLERI/24-10-12,-39.0,5063.0,Shopping
2024-10-14,2024-10-13,5484274403,ICA LAPPKARR/24-10-12,-47.5,5102.0,Groceries
2024-10-14,2024-10-12,5484581961,PRESSBYRAN 4/24-10-11,-26.0,5149.5,Other
2024-10-14,2024-10-12,5484435864,ICA LAPPKARR/24-10-11,-80.8,5175.5,Groceries
2024-10-14,2024-10-12,5484058555,MORMOS DUMPL/24-10-11,-139.0,5256.3,Other
2024-10-14,2024-10-12,5490990789,46764364349,-25.0,5395.3,Other
2024-10-14,2024-10-12,5490990789,46733251396,68.0,5420.3,Other
2024-10-11,2024-10-11,5490990789,46730529560,-26.0,5352.3,Other
2024-10-10,2024-10-10,5484392436,ICA LAPPKARR/24-10-09,-218.6,5378.3,Groceries
2024-10-09,2024-10-09,5484698919,ICA LAPPKARR/24-10-08,-47.5,5596.9,Groceries
2024-10-09,2024-10-09,4282900007,SKATTEVERKET ID-KORT,-400.0,5644.4,Other
2024-10-09,2024-10-09,4282900006,SEKTIONEN FÃR ENERGI OCH,-1000.0,6044.4,Other
2024-10-08,2024-10-08,5484476258,MOUSER ELECT/24-10-07,-1888.31,7044.4,Other
2024-10-08,2024-10-08,5484798053,ICA LAPPKARR/24-10-07,-87.7,8932.71,Groceries
2024-10-07,2024-10-07,5484269275,HIMALAYA LIV/24-10-05,-306.91,9020.41,Other
2024-10-07,2024-10-07,5484790372,VOI SE      /24-10-05,-51.6,9327.32,Other
2024-10-07,2024-10-06,5484595142,PLANTAGEN FR/24-10-05,-219.85,9378.92,Other
2024-10-07,2024-10-06,5484508645,HEMKOP STOCK/24-10-05,-297.55,9598.77,Other
2024-10-07,2024-10-05,5484219364,GODCORP AB  /24-10-04,-254.1,9896.32,Other
2024-10-07,2024-10-05,5484197794,7-ELEVEN SVE/24-10-04,-50.0,10150.42,Other
2024-10-07,2024-10-05,5484518866,HIRSCHENKELL/24-10-04,-184.0,10200.42,Other
2024-10-07,2024-10-05,5490990789,AB STORSTOCK,-26.0,10384.42,Other
2024-10-07,2024-10-05,5490990789,AB STORSTOCK,-26.0,10410.42,Other
2024-10-04,2024-10-04,5490990789,46730529560,92.0,10436.42,Other
2024-10-04,2024-10-04,5490990163,AUT21:35 INS,1000.0,10344.42,Other
2024-10-04,2024-10-04,5490990789,AB STORSTOCK,-26.0,9344.42,Other
2024-10-04,2024-10-04,5484429761,UBER     EAT/24-10-03,-330.8,9370.42,Transport
2024-10-04,2024-10-04,5490990789,AB STORSTOCK,-26.0,9701.22,Other
2024-10-03,2024-10-03,5484324229,VOI SE      /24-10-02,-46.0,9727.22,Other
2024-10-03,2024-10-03,5484411531,RUSTY RASCAL/24-10-02,-155.0,9773.22,Other
2024-10-02,2024-10-02,5484273341,HALLON      /24-10-02,-109.35,9928.22,Other
2024-10-02,2024-10-02,5484088482,ICA LAPPKARR/24-10-01,-19.85,10037.57,Groceries
2024-10-02,2024-10-02,5484088450,ICA LAPPKARR/24-10-01,-62.5,10057.42,Groceries
2024-10-01,2024-10-01,4274900005,STIFT  STOCKHOLMS STUDEN,-4381.0,10119.92,Other
2024-09-30,2024-09-30,5484150583,WOLT        /24-09-29,-162.75,14500.92,Other
2024-09-30,2024-09-30,5490990789,46733251396,7000.0,14663.67,Other
2024-09-30,2024-09-30,5490990789,46733251396,7000.0,7663.67,Other
2024-09-30,2024-09-28,5484372472,ICA LAPPKARR/24-09-27,-160.5,663.67,Groceries
2024-09-27,2024-09-27,5484702972,POWER SOURCE/24-09-26,-278.0,824.17,Other
2024-09-27,2024-09-27,5484780002,ICA LAPPKARR/24-09-26,-49.0,1102.17,Groceries
2024-09-27,2024-09-27,5484779978,ICA LAPPKARR/24-09-26,-47.5,1151.17,Groceries
2024-09-26,2024-09-26,5484730900,WISE        /24-09-25,-101.1,1198.67,Other
2024-09-26,2024-09-26,5490990004,HARSHDEEPSIN,1000.0,1299.77,Other
2024-09-25,2024-09-25,5484794495,ICA LAPPKARR/24-09-24,-22.9,299.77,Groceries
2024-09-24,2024-09-24,5484716504,POWER SOURCE/24-09-23,-119.0,322.67,Other
2024-09-24,2024-09-24,5484014228,BURGER KING /24-09-22,-91.0,441.67,Restaurants
2024-09-23,2024-09-23,5484106123,REVOLUT  798/24-09-22,-1086.0,532.67,Other
2024-09-23,2024-09-23,5484540446,APOTEK HJART/24-09-22,-60.0,1618.67,Medical
2024-09-23,2024-09-23,5484296388,ICA LAPPKARR/24-09-22,-47.5,1678.67,Groceries
2024-09-23,2024-09-23,5484823144,SAN FRANCISC/24-09-22,-261.2,1726.17,Other
2024-09-23,2024-09-22,5484847335,WOLT        /24-09-21,-362.25,1987.37,Other
2024-09-23,2024-09-22,5484844876,ICA LAPPKARR/24-09-21,-71.8,2349.62,Groceries
2024-09-23,2024-09-22,5490990789,TRADERA MARK,378.9,2421.42,Other
2024-09-23,2024-09-22,5490990789,AB STORSTOCK,-26.0,2042.52,Other
2024-09-23,2024-09-22,5490990789,46730529560,170.0,2068.52,Other
2024-09-23,2024-09-21,5484058609,ICA LAPPKARR/24-09-20,-137.7,1898.52,Groceries
2024-09-23,2024-09-21,5484058592,ICA LAPPKARR/24-09-20,-12.9,2036.22,Groceries
2024-09-23,2024-09-21,5490990789,46730529560,-99.0,2049.12,Other
2024-09-20,2024-09-20,5484610610,PROFESSORN R/24-09-19,-105.0,2148.12,Other
2024-09-20,2024-09-20,5484335759,ICA LAPPKARR/24-09-19,-28.0,2253.12,Groceries
2024-09-20,2024-09-20,5490990789,46761531651,950.0,2281.12,Other
2024-09-20,2024-09-20,4263900004,SKATTEVERKET ID-KORT,-400.0,1331.12,Other
2024-09-19,2024-09-19,5484800700,HIMALAYA LIV/24-09-17,-186.96,1731.12,Other
2024-09-19,2024-09-19,5484603029,VOI SE      /24-09-18,-36.8,1918.08,Other
2024-09-19,2024-09-19,5484602857,VOI SE      /24-09-18,-36.8,1954.88,Other
2024-09-19,2024-09-19,5484180107,COOP NÃRA KR/24-09-18,-65.85,1991.68,Groceries
2024-09-18,2024-09-18,5490990789,46769760859,-20.0,2057.53,Other
2024-09-18,2024-09-18,5484844496,TEKNISKA KIO/24-09-17,-50.0,2077.53,Other
2024-09-18,2024-09-18,5484654276,INDIAN STREE/24-09-17,-405.0,2127.53,Other
2024-09-17,2024-09-17,5490990789,46769760859,-20.0,2532.53,Other
2024-09-17,2024-09-17,5484707519,ZETTLE  A B /24-09-16,-77.0,2552.53,Other
2024-09-17,2024-09-17,5484592880,WOLT        /24-09-16,-163.3,2629.53,Other
2024-09-17,2024-09-17,5484153889,ICA LAPPKARR/24-09-16,-108.05,2792.83,Groceries
2024-09-17,2024-09-17,5490990789,46767488455,-20.0,2900.88,Other
2024-09-16,2024-09-16,5484102485,FALAFELKUNGE/24-09-15,-139.0,2920.88,Other
2024-09-16,2024-09-16,5484083040,LION BAR SVE/24-09-15,-360.0,3059.88,Other
2024-09-16,2024-09-16,5484716715,THE ENGLISH /24-09-15,-140.0,3419.88,Other
2024-09-16,2024-09-16,5484103398,VOI SE      /24-09-14,-50.0,3559.88,Other
2024-09-16,2024-09-16,5484099563,UBR  PENDING/24-09-15,-149.0,3609.88,Other
2024-09-16,2024-09-16,5484098829,UBR  PENDING/24-09-14,-88.0,3758.88,Other
2024-09-16,2024-09-16,5490990789,46764385913,-20.0,3846.88,Other
2024-09-16,2024-09-16,5490990789,46793255306,192.0,3866.88,Other
2024-09-16,2024-09-16,5490990789,46793255306,-93.0,3674.88,Other
2024-09-16,2024-09-15,5484563952,GOOGLE  YOUT/24-09-14,-69.0,3767.88,Other
2024-09-16,2024-09-15,5484607959,ICA LAPPKARR/24-09-14,-97.4,3836.88,Groceries
2024-09-16,2024-09-15,5490990789,46724440996,-25.0,3934.28,Other
2024-09-16,2024-09-15,5490990163,AUT17:05 INS,500.0,3959.28,Other
2024-09-16,2024-09-15,5490990163,AUT17:03 INS,500.0,3459.28,Other
2024-09-16,2024-09-14,5490990789,46736344968,-75.0,2959.28,Other
2024-09-16,2024-09-14,5484520682,DUBLIN      /24-09-13,-174.16,3034.28,Other
2024-09-16,2024-09-14,5484520681,DUBLIN      /24-09-13,-626.91,3208.44,Other
2024-09-16,2024-09-14,5484335830,WOLT        /24-09-13,-205.8,3835.35,Other
2024-09-13,2024-09-13,5484593523,ICA LAPPKARR/24-09-12,-48.9,4041.15,Groceries
2024-09-13,2024-09-13,5484593474,ICA LAPPKARR/24-09-12,-94.82,4090.05,Groceries
2024-09-13,2024-09-13,5490990789,115 KULTURFÃ,-10.0,4184.87,Other
2024-09-12,2024-09-12,4255900003,SKATTEVERKET ID-KORT,-400.0,4194.87,Other
2024-09-11,2024-09-11,5484804635,WOLT        /24-09-10,-190.44,4594.87,Other
2024-09-10,2024-09-10,5484709348,ICA LAPPKARR/24-09-09,-109.76,4785.31,Groceries
2024-09-09,2024-09-09,5484478117,UBR  PENDING/24-09-07,-109.0,4895.07,Other
2024-09-09,2024-09-08,5490990789,46761012797,-34.0,5004.07,Other
2024-09-09,2024-09-08,5490990789,46764552794,82.0,5038.07,Other
2024-09-09,2024-09-07,5484542072,HIMALAYA LIV/24-09-05,-186.95,4956.07,Other
2024-09-09,2024-09-07,5484183469,BARAS STALLE/24-09-06,-250.0,5143.02,Other
2024-09-09,2024-09-07,5490990789,46769555419,-34.0,5393.02,Other
2024-09-06,2024-09-06,5490990789,AB STORSTOCK,-26.0,5427.02,Other
2024-09-06,2024-09-06,5484809134,ICA LAPPKARR/24-09-05,-47.5,5453.02,Groceries
2024-09-06,2024-09-06,5484809129,ICA LAPPKARR/24-09-05,-12.9,5500.52,Groceries
2024-09-06,2024-09-06,5484659276,NORMAL STOCK/24-09-05,-46.0,5513.42,Other
2024-09-05,2024-09-05,5484045317,WOLT        /24-09-04,-190.44,5559.42,Other
2024-09-05,2024-09-05,4248900002,STIFT  STOCKHOLMS STUDEN,-4381.0,5749.86,Other
2024-09-04,2024-09-04,5490990004,52673768661,-1000.0,10130.86,Other
2024-09-04,2024-09-04,5490990789,46733251396,5500.0,11130.86,Other
2024-09-04,2024-09-04,5490990789,46733251396,5500.0,5630.86,Other
2024-09-02,2024-09-02,5484558138,HALLON      /24-09-01,-109.0,130.86,Other
2024-09-02,2024-09-01,5484321869,WOLT        /24-08-31,-185.35,239.86,Other
2024-09-02,2024-09-01,5484236587,SKAFFERIET  /24-08-31,-93.0,425.21,Other
2024-09-02,2024-09-01,5484014414,PROFESSORN R/24-08-31,-134.0,518.21,Other
2024-09-02,2024-09-01,5484592843,ICA LAPPKARR/24-08-31,-28.0,652.21,Groceries
2024-09-02,2024-09-01,5484592814,ICA LAPPKARR/24-08-31,-47.5,680.21,Groceries
2024-09-02,2024-09-01,5490990789,46730529560,-135.0,727.71,Other
2024-09-02,2024-09-01,5490990789,46730529560,135.0,862.71,Other
2024-09-02,2024-09-01,5490990789,46730529560,-135.0,727.71,Other
2024-09-02,2024-09-01,5490990789,46761012797,-72.0,862.71,Other
2024-09-02,2024-09-01,5490990789,46730529560,135.0,934.71,Other
2024-09-02,2024-09-01,5490990789,46730529560,-135.0,799.71,Other
2024-09-02,2024-09-01,5490990789,46730529560,135.0,934.71,Other
2024-09-02,2024-09-01,5490990789,46730529560,-135.0,799.71,Other
2024-09-02,2024-09-01,5490990789,46730529560,135.0,934.71,Other
2024-09-02,2024-09-01,5490990789,46730529560,-135.0,799.71,Other
2024-09-02,2024-09-01,5490990004,HARSHDEEPSIN,300.0,934.71,Other
2024-09-02,2024-09-01,5490990789,46769555419,20.0,634.71,Other
2024-09-02,2024-08-31,5490990004,HARSHDEEPSIN,200.0,614.71,Other
2024-09-02,2024-08-31,5484667519,GENERATOR HO/24-08-30,-72.0,414.71,Other
2024-09-02,2024-08-31,5484667508,GENERATOR HO/24-08-30,-96.0,486.71,Other
2024-09-02,2024-08-31,5484269534,WOLT        /24-08-31,-69.0,582.71,Other
2024-09-02,2024-08-31,5484150536,UBR  PENDING/24-08-30,-77.0,651.71,Other
2024-09-02,2024-08-31,5484446888,ICA LAPPKARR/24-08-30,-149.5,728.71,Groceries
2024-09-02,2024-08-31,5490990789,46764419562,-90.0,878.21,Other
2024-09-02,2024-08-31,5490990789,46736344968,50.0,968.21,Other
2024-09-02,2024-08-31,5490990789,46764364349,-30.0,918.21,Other
2024-09-02,2024-08-31,5490990004,HARSHDEEPSIN,500.0,948.21,Other
2024-09-02,2024-08-31,5490990789,46764552794,-95.0,448.21,Other
2024-08-29,2024-08-29,5484564977,PROFESSORN R/24-08-28,-178.0,543.21,Other
2024-08-29,2024-08-29,5484460627,ICA LAPPKARR/24-08-28,-68.7,721.21,Groceries
2024-08-28,2024-08-28,5490990004,HARSHDEEPSIN,414.0,789.91,Other
2024-08-28,2024-08-28,5490990004,52673768661,-207.0,375.91,Other
2024-08-28,2024-08-28,5484559839,GENTLEMEN S /24-08-27,-550.0,582.91,Other
2024-08-28,2024-08-28,5484042890,ICA LAPPKARR/24-08-27,-127.3,1132.91,Groceries
2024-08-27,2024-08-27,5484800124,MAX BURGERS /24-08-26,-158.0,1260.21,Restaurants
2024-08-27,2024-08-27,5484478778,KISTA GROSSE/24-08-26,-105.13,1418.21,Other
2024-08-27,2024-08-27,5490990789,AB STORSTOCK,-26.0,1523.34,Other
2024-08-27,2024-08-27,5490990789,AB STORSTOCK,-26.0,1549.34,Other
2024-08-26,2024-08-26,5490990789,AB STORSTOCK,-26.0,1575.34,Other
2024-08-26,2024-08-26,5490990789,AB STORSTOCK,-26.0,1601.34,Other
2024-08-26,2024-08-25,5484501264,ICA LAPPKARR/24-08-24,-93.49,1627.34,Groceries
2024-08-26,2024-08-24,5484699085,ICA LAPPKARR/24-08-23,-95.3,1720.83,Groceries
2024-08-23,2024-08-23,5484412732,SAN FRANCISC/24-08-22,-261.2,1816.13,Other
2024-08-23,2024-08-23,5484206260,PROFESSORN R/24-08-22,-134.0,2077.33,Other
2024-08-21,2024-08-21,5484720917,LIME RIDE KK/24-08-20,-88.0,2211.33,Other
2024-08-21,2024-08-21,5484722857,ICA LAPPKARR/24-08-20,-52.75,2299.33,Groceries
2024-08-21,2024-08-21,5490990789,46793431786,-25.0,2352.08,Other
2024-08-20,2024-08-20,5484285636,POWER SOURCE/24-08-19,-129.0,2377.08,Other
2024-08-20,2024-08-20,5484200780,ICA LAPPKARR/24-08-19,-47.5,2506.08,Groceries
2024-08-19,2024-08-18,5490990789,MAX BURGERS,-121.0,2553.58,Restaurants
2024-08-19,2024-08-18,5490990789,AB STORSTOCK,-26.0,2674.58,Other
2024-08-19,2024-08-18,5490990789,46733251397,250.0,2700.58,Other
2024-08-19,2024-08-18,5484010005,BOULEBAR SVE/24-08-17,-250.0,2450.58,Other
2024-08-19,2024-08-18,5484392175,HAPPY TIMES /24-08-17,-75.0,2700.58,Other
2024-08-19,2024-08-18,5490990789,491573255871,-200.0,2775.58,Other
2024-08-19,2024-08-18,5490990789,46730529560,200.0,2975.58,Other
2024-08-19,2024-08-18,5490990789,AB STORSTOCK,-26.0,2775.58,Other
2024-08-19,2024-08-18,5490990789,46733251396,-60.0,2801.58,Other
2024-08-19,2024-08-18,5490990789,AB STORSTOCK,-26.0,2861.58,Other
2024-08-19,2024-08-17,5490990789,46763447679,-25.0,2887.58,Other
2024-08-19,2024-08-17,5484602322,CHSD RESTAUR/24-08-16,-82.0,2912.58,Other
2024-08-19,2024-08-17,5490990789,46764478261,-30.0,2994.58,Other
2024-08-16,2024-08-16,5484739308,ICA LAPPKARR/24-08-15,-157.2,3024.58,Groceries
2024-08-16,2024-08-16,5490990789,46733251397,-150.0,3181.78,Other
2024-08-16,2024-08-16,5490990789,46733251397,150.0,3331.78,Other
2024-08-15,2024-08-15,5484563497,7-ELEVEN STH/24-08-14,-34.0,3181.78,Other
2024-08-15,2024-08-15,5484374110,MORMOS DUMPL/24-08-14,-303.0,3215.78,Other
2024-08-15,2024-08-14,5490990789,46763447679,-20.0,3518.78,Other
2024-08-14,2024-08-14,5484316904,HIMALAYA LIV/24-08-12,-98.95,3538.78,Other
2024-08-13,2024-08-13,5484669389,ICA LAPPKARR/24-08-12,-186.22,3637.73,Groceries
2024-08-13,2024-08-13,5484669365,ICA LAPPKARR/24-08-12,-15.0,3823.95,Groceries
2024-08-12,2024-08-12,5484342632,INDIAN STREE/24-08-11,-820.0,3838.95,Other
2024-08-12,2024-08-12,5490990789,46769761455,-25.0,4658.95,Other
2024-08-12,2024-08-11,5490990789,46764364349,-40.0,4683.95,Other
2024-08-12,2024-08-11,5484085098,SARAVANAA IN/24-08-10,-194.0,4723.95,Other
2024-08-12,2024-08-11,5490990789,46733251396,275.0,4917.95,Other
2024-08-12,2024-08-10,5490990789,46734930020,-20.0,4642.95,Other
2024-08-12,2024-08-10,5484061747,ICA LAPPKARR/24-08-09,-37.78,4662.95,Groceries
2024-08-09,2024-08-09,5484228601,PROFESSORN R/24-08-08,-119.0,4700.73,Other
2024-08-09,2024-08-09,5490990789,46735724636,-120.0,4819.73,Other
2024-08-09,2024-08-09,5490990004,52673768661,-1207.0,4939.73,Other
2024-08-09,2024-08-09,5490990789,INTRUM SVERI,-4573.93,6146.73,Other
2024-08-09,2024-08-09,5490990789,46730529560,-346.0,10720.66,Other
2024-08-09,2024-08-09,5490990789,46733251396,-3400.0,11066.66,Other
2024-08-09,2024-08-09,5490990789,46733251397,13800.0,14466.66,Other
2024-08-08,2024-08-08,5490990789,46734922722,-25.0,666.66,Other
2024-08-08,2024-08-08,5490990789,46724415386,-179.0,691.66,Other
2024-08-08,2024-08-08,5484367083,LIDL 257 STH/24-08-07,-309.87,870.66,Groceries
2024-08-08,2024-08-08,5484171045,HALLON      /24-08-08,-109.0,1180.53,Other
2024-08-07,2024-08-07,5484667154,ICA LAPPKARR/24-08-06,-27.9,1289.53,Groceries
2024-08-07,2024-08-07,5484133232,AQUA DENTAL /24-08-07,-1745.0,1317.43,Other
2024-08-07,2024-08-07,5490990789,46734922722,-25.0,3062.43,Other
2024-08-06,2024-08-06,5490990789,46733251396,2500.0,3087.43,Other
2024-08-06,2024-08-06,9900000100,SK9809179014,527.0,587.43,Other
2024-08-05,2024-08-05,5484219915,LA NETA     /24-08-03,-115.0,60.43,Other
2024-08-05,2024-08-05,5484025991,ICA LAPPKARR/24-08-04,-113.34,175.43,Groceries
2024-08-05,2024-08-04,5484097286,AT SIX      /24-08-03,-90.0,288.77,Other
2024-08-05,2024-08-04,5490990789,46727843763,-190.0,378.77,Other
2024-08-05,2024-08-03,5490990789,46769761455,-25.0,568.77,Other
2024-08-05,2024-08-03,5490990789,46736344968,45.0,593.77,Other
2024-08-05,2024-08-03,5490990789,46733251396,500.0,548.77,Other
2024-08-01,2024-08-01,5490990789,46769607848,-25.0,48.77,Other
2024-07-22,2024-07-20,5490990789,46793431786,-25.0,73.77,Other
2024-07-18,2024-07-18,5490990789,46764364349,-25.0,98.77,Other
2024-07-15,2024-07-13,5490990789,46724415386,30.0,123.77,Other
2024-07-15,2024-07-13,5490990789,46793431786,-25.0,93.77,Other
2024-07-15,2024-07-13,5490990789,46769627063,-127.0,118.77,Other
2024-07-12,2024-07-12,5490990789,46769555419,-28.0,245.77,Other
2024-07-12,2024-07-12,5490990789,46734788363,-150.0,273.77,Other
2024-07-12,2024-07-12,5490990789,393405707919,-88.0,423.77,Other
2024-07-12,2024-07-12,5490990789,46736344968,-1577.0,511.77,Other
2024-07-10,2024-07-10,5490990789,AB STORSTOCK,-26.0,2088.77,Other
2024-07-10,2024-07-10,5841990687,H10516104914,2000.0,2114.77,Other
2024-07-04,2024-07-04,5484302862,CHISINAU  MU/24-07-02,-33.49,114.77,Other
2024-07-04,2024-07-04,5490990789,393405707919,-133.0,148.26,Other
2024-07-04,2024-07-04,5490990789,46733251397,200.0,281.26,Other
2024-07-03,2024-07-03,5490990789,393405707919,18.0,81.26,Other
2024-07-02,2024-07-02,5484582876,VETEKATTEN K/24-06-29,-144.0,63.26,Other
2024-07-01,2024-07-01,5484121713,CHISINAU    /24-06-30,-30.5,207.26,Other
2024-07-01,2024-06-30,5484678736,ICA LAPPKARR/24-06-29,-207.68,237.76,Groceries
2024-07-01,2024-06-30,5484539071,FTC STHLM DR/24-06-29,-80.0,445.44,Other
2024-07-01,2024-06-29,5484206682,POWER SOURCE/24-06-27,-125.0,525.44,Other
2024-07-01,2024-06-29,5490990789,46761571433,-25.0,650.44,Other
2024-06-28,2024-06-28,5484090674,ICA LAPPKARR/24-06-27,-54.9,675.44,Groceries
2024-06-25,2024-06-25,5490990789,393405707919,618.0,730.34,Other
2024-06-24,2024-06-23,5490990789,46727774770,-30.0,112.34,Other
2024-06-24,2024-06-22,5490990789,46764393398,-20.0,142.34,Other
2024-06-24,2024-06-22,5490990789,AB STORSTOCK,-42.0,162.34,Other
2024-06-24,2024-06-22,5490990789,46733251396,200.0,204.34,Other
2024-06-20,2024-06-20,5490990789,46767488455,-25.0,4.34,Other
2024-06-20,2024-06-20,5490990789,46767488455,-25.0,29.34,Other
2024-06-19,2024-06-19,5490990789,46764552794,41.0,54.34,Other
2024-05-27,2024-05-26,5490990789,46761572904,-100.0,13.34,Other
2024-05-27,2024-05-26,5490990789,46736344968,-300.0,113.34,Other
2024-05-27,2024-05-25,5490990789,46764422936,319.0,413.34,Other
2024-05-27,2024-05-25,5490990789,AB STORSTOCK,-26.0,94.34,Other
2024-05-27,2024-05-25,5490990789,AB STORSTOCK,-26.0,120.34,Other
2024-05-23,2024-05-23,5490990789,46767474435,-20.0,146.34,Other
2024-05-22,2024-05-22,5484342355,7-ELEVEN 461/24-05-21,-62.0,166.34,Other
2024-05-22,2024-05-22,5484186006,ICA LAPPKARR/24-05-21,-61.8,228.34,Groceries
2024-05-22,2024-05-22,5490990789,AB STORSTOCK,-26.0,290.14,Other
2024-05-22,2024-05-22,5490990789,AB STORSTOCK,-26.0,316.14,Other
2024-05-21,2024-05-21,5490990789,46763447679,-20.0,342.14,Other
2024-05-21,2024-05-21,5484654922,PROFESSORN R/24-05-20,-134.0,362.14,Other
2024-05-21,2024-05-21,5490990789,46733251397,-314.0,496.14,Other
2024-05-20,2024-05-20,5484458432,7-ELEVEN 461/24-05-19,-34.0,810.14,Other
2024-05-20,2024-05-19,5490990789,46764518404,-25.0,844.14,Other
2024-05-20,2024-05-19,5484829704,ICA LAPPKARR/24-05-18,-49.8,869.14,Groceries
2024-05-20,2024-05-18,5490990789,AB STORSTOCK,-26.0,918.94,Other
2024-05-20,2024-05-18,5490990789,46702900186,521.0,944.94,Other
2024-05-20,2024-05-18,5490990789,46736344968,369.0,423.94,Other
2024-05-20,2024-05-18,5490990789,AB STORSTOCK,-26.0,54.94,Other
2024-05-17,2024-05-17,5490990789,46764315991,-30.0,80.94,Other
2024-05-17,2024-05-17,5484780411,UBER     EAT/24-05-15,-205.3,110.94,Transport
2024-05-15,2024-05-15,5484462587,HIMALAYA LIV/24-05-13,-245.93,316.24,Other
2024-05-15,2024-05-15,5484391575,LA NETA     /24-05-14,-115.0,562.17,Other
2024-05-15,2024-05-15,5484369014,VETEKATTEN K/24-05-14,-48.0,677.17,Other
2024-05-15,2024-05-15,5484312904,ICA LAPPKARR/24-05-14,-200.3,725.17,Groceries
2024-05-14,2024-05-14,5490990789,46763447679,-20.0,925.47,Other
2024-05-13,2024-05-13,5484489827,WOLT        /24-05-12,-123.75,945.47,Other
2024-05-13,2024-05-13,5484601095,UBER     EAT/24-05-11,-205.3,1069.22,Transport
2024-05-13,2024-05-13,5490990789,AB STORSTOCK,-26.0,1274.52,Other
2024-05-13,2024-05-12,5484851824,ICA LAPPKARR/24-05-11,-59.8,1300.52,Groceries
2024-05-13,2024-05-11,5490990789,46760268200,250.0,1360.32,Other
2024-05-13,2024-05-11,5490990789,46760268200,971.0,1110.32,Other
2024-05-10,2024-05-09,5490990789,46734870972,-25.0,139.32,Other
2024-05-10,2024-05-09,5484802340,VETEKATTEN K/24-05-08,-110.0,164.32,Other
2024-05-08,2024-05-08,5490990789,46764364349,-25.0,274.32,Other
2024-05-08,2024-05-08,5484264110,ICA LAPPKARR/24-05-07,-59.8,299.32,Groceries
2024-05-07,2024-05-07,5484865288,ICA LAPPKARR/24-05-06,-319.07,359.12,Groceries
2024-05-06,2024-05-05,5484802381,WOLT        /24-05-04,-123.75,678.19,Other
2024-05-06,2024-05-05,5484361251,ICA NARA HOR/24-05-04,-132.71,801.94,Groceries
2024-05-06,2024-05-05,5484350307,ICA LAPPKARR/24-05-04,-81.5,934.65,Groceries
2024-05-06,2024-05-05,5484328200,ICA KVANTUM /24-05-04,-85.85,1016.15,Groceries
2024-05-06,2024-05-04,5484148669,ICA LAPPKARR/24-05-03,-20.0,1102.0,Groceries
2024-05-06,2024-05-04,5484548718,7-ELEVEN HOR/24-05-04,-60.0,1122.0,Other
2024-05-06,2024-05-04,5490990789,AB STORSTOCK,-26.0,1182.0,Other
2024-05-06,2024-05-04,5490990789,AB STORSTOCK,-26.0,1208.0,Other
2024-05-03,2024-05-03,5484680490,WOLT        /24-05-02,-120.5,1234.0,Other
2024-05-03,2024-05-03,5484778271,ICA LAPPKARR/24-05-02,-74.9,1354.5,Groceries
2024-05-02,2024-05-02,5484401626,HIMALAYA LIV/24-04-30,-155.93,1429.4,Other
2024-05-02,2024-05-01,5484285554,WOLT        /24-04-30,-123.75,1585.33,Other
2024-04-29,2024-04-29,5484315770,WOLT        /24-04-28,-225.75,1709.08,Other
2024-04-29,2024-04-28,5484633225,ICA LAPPKARR/24-04-27,-13.9,1934.83,Groceries
2024-04-29,2024-04-28,5484633224,ICA LAPPKARR/24-04-27,-46.9,1948.73,Groceries
2024-04-29,2024-04-27,5484043013,WOLT        /24-04-26,-123.75,1995.63,Other
2024-04-26,2024-04-26,5484116020,ICA LAPPKARR/24-04-25,-104.7,2119.38,Groceries
2024-04-25,2024-04-25,5484613700,UBER     EAT/24-04-24,-478.0,2224.08,Transport
2024-04-24,2024-04-24,5490990789,46723982783,2625.0,2702.08,Other
2024-04-22,2024-04-20,5490990789,AB STORSTOCK,-26.0,77.08,Other
2024-04-19,2024-04-19,5490990789,46736344968,-69.0,103.08,Other
2024-04-19,2024-04-19,5490990789,46736344968,150.0,172.08,Other
2024-04-19,2024-04-19,5490990789,46736344968,-150.0,22.08,Other
2024-04-19,2024-04-19,5490990789,46736344968,150.0,172.08,Other
2024-04-12,2024-04-12,5490990789,393405707919,-111.0,22.08,Other
2024-04-12,2024-04-12,5490990789,AB STORSTOCK,-26.0,133.08,Other
2024-04-10,2024-04-10,5490990789,AB STORSTOCK,-26.0,159.08,Other
2024-03-25,2024-03-25,5490990789,46733251397,-225.0,185.08,Other
2024-03-25,2024-03-25,5490990789,46733251397,225.0,410.08,Other
